name,brand,qualifier_data,qualifier_type,locality,street_name,distance,url,address_detail,geographic_county,postcode,administrative_boundary,telephone_number,feature_easting,feature_northing,pointx_classification_code,unique_reference_number,group_code,category_code,pointx_class_code,group,category,pointx_class
Patty & Brew,,,,Newport,Town Centre,6.8,,"6, Market Street",Gwent,NP20 1FU,Casnewydd - Newport,,331069.0,188292.0,1020034,163651198,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Pink & White,,,,Newport,Commercial Street,13.5,,38,Gwent,NP20 1HP,Casnewydd - Newport,,331181.0,187934.0,2100156,163651183,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Nails at Cindy,,,,Newport,Town Centre,18.5,,"132, Commercial Street",Gwent,NP20 1LY,Casnewydd - Newport,,331220.0,187760.0,2100156,163651185,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Nm Money,NM Money,,,Newport,Town Centre,55.7,www.nmmoney.co.uk/,"Kingsway Shopping Centre, 2, Kingsway",Gwent,NP20 1EW,Casnewydd - Newport,1633481878.0,331323.0,187802.0,2090150,163651186,02,09,0150,Commercial services,Legal and financial,Mortgage and financial lenders
Glamour Forever,Glamour Forever,,,Newport,Town Centre,57.5,www.glamourforever.uk,"Kingsway Shopping Centre, 16, Kingsway Centre",Gwent,NP20 1EW,Casnewydd - Newport,,331313.0,187738.0,2100156,163651187,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Gb1 Breakfast,,,,Newport,Commercial Street,20.1,,122,Gwent,NP20 1LX,Casnewydd - Newport,,331240.0,187711.0,1020013,163651193,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Plaque No. 30528,,Not Specified,Plaque Type,Newport,,0.7,openplaques.org/plaques/30528,Upper Dock Street Extending Through Into High Street,Gwent,NP20,Casnewydd - Newport,,331124.0,188250.0,3200269,124104987,03,20,0269,Attractions,Tourism,Unspecified and other attractions
George Philip Reynolds Blue Plaque,,Blue,Plaque Type,Newport,Havelock Street,12.6,openplaques.org/plaques/30527,Havelock Street Presbyterian Church,Gwent,NP20,Casnewydd - Newport,,330969.0,187893.0,3200269,124104988,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Plaque No. 30520,,Not Specified,Plaque Type,Newport,Some 200 Yards Below the Cathedral,6.9,openplaques.org/plaques/30520,Stow Hill,Gwent,NP20,Casnewydd - Newport,,331016.0,187748.0,3200269,124104995,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Blue Plaque No. 30518,,Blue,Plaque Type,Newport,,1.8,openplaques.org/plaques/30518,Stow Hill at Its Junction with Havelock Street,Gwent,NP20,Casnewydd - Newport,,331016.0,187880.0,3200269,124104997,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Operation Overlord Slate Plaque,,Slate,Plaque Type,Newport,,4.7,openplaques.org/plaques/12180,High Street,Gwent,NP20,Casnewydd - Newport,,331020.0,188283.0,3200269,124107046,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Mojos,,,,Newport,Cambrian Road,9.6,,40,Gwent,NP20 4AB,Casnewydd - Newport,,330969.0,188266.0,1020034,157517776,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Continental,,,,Newport,Town Centre,11.4,,"2-4, Corn Street",Gwent,NP20 1DJ,Casnewydd - Newport,,331134.0,188128.0,1020013,157517352,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Falafilo Island,,,,Newport,High Street,7.7,,16,Gwent,NP20 1FW,Casnewydd - Newport,,331024.0,188302.0,1020034,157517784,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Beam,,,,Newport,Cambrian Road,11.6,,26,Gwent,NP20 4AB,Casnewydd - Newport,,330983.0,188222.0,9460656,157517790,09,46,0656,Retail,Clothing and accessories,Clothing
Atlantica,,,,Newport,Market Street,7.7,,Unit A 7-8,Gwent,NP20 1FU,Casnewydd - Newport,,331079.0,188297.0,1020034,159228142,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
S N U Charles Street Spiritualist Church,,Spiritualist,Religion,Newport,Charles Street,7.9,,29,Gwent,NP20 1JT,Casnewydd - Newport,,331091.0,187879.0,6340459,145668821,06,34,0459,Public infrastructure,Infrastructure and facilities,Places of worship
Mount Zion Church,,Other (Christian),Religion,Newport,,18.2,,Hill Street,Gwent,NP20 4EP,Casnewydd - Newport,,331158.0,187743.0,6340459,145677703,06,34,0459,Public infrastructure,Infrastructure and facilities,Places of worship
Barclays Bank plc,,,,Newport,Commercial Street,26.4,,Flat 14 Westgate Apartments,Gwent,NP20 1JN,Casnewydd - Newport,,331077.0,188067.0,2090141,21067762,02,09,0141,Commercial services,Legal and financial,Cash machines
DC Payments,,,,Newport,Commercial Street,18.5,,140a,Gwent,NP20 1LN,Casnewydd - Newport,,331189.7,187820.3,2090141,31146356,02,09,0141,Commercial services,Legal and financial,Cash machines
NoteMachine Ltd,,,,Newport,Commercial Street,16.3,,27-29,Gwent,NP20 1HJ,Casnewydd - Newport,,331156.0,187996.0,2090141,32872477,02,09,0141,Commercial services,Legal and financial,Cash machines
Royal Bank of Scotland,,,,Newport,Cambrian Road,19.2,,14,Gwent,NP20 4AB,Casnewydd - Newport,,330999.0,188187.0,2090141,54245157,02,09,0141,Commercial services,Legal and financial,Cash machines
Lloyds TSB Bank plc,,,,Newport,Commercial Street,13.2,,42,Gwent,NP20 1WX,Casnewydd - Newport,,331197.0,187894.0,2090141,110450019,02,09,0141,Commercial services,Legal and financial,Cash machines
National Westminster Bank/NatWest,,,,Newport,High Street,25.0,,34,Gwent,NP20 1GG,Casnewydd - Newport,,331010.0,188163.0,2090141,127489636,02,09,0141,Commercial services,Legal and financial,Cash machines
Sainsbury's Bank,,,,Newport,John Frost Square,95.2,,Unit 35 Kingsway Centre,Gwent,NP20 1ED,Casnewydd - Newport,,331276.0,187916.5,2090141,131215197,02,09,0141,Commercial services,Legal and financial,Cash machines
NoteMachine Ltd,,,,Newport,Kingsway Centre,78.4,,Unit 29 Emlyn Walk,Gwent,NP20 1EW,Casnewydd - Newport,,331264.0,187900.0,2090141,129546279,02,09,0141,Commercial services,Legal and financial,Cash machines
NoteMachine Ltd,,,,Newport,Upper Dock Street,10.1,,176,Gwent,NP20 1DY,Casnewydd - Newport,,331130.0,188148.0,2090141,160007876,02,09,0141,Commercial services,Legal and financial,Cash machines
NoteMachine Ltd,,,,Newport,Commercial Street,16.3,,27-29,Gwent,NP20 1HJ,Casnewydd - Newport,,331156.0,187996.0,2090141,157738074,02,09,0141,Commercial services,Legal and financial,Cash machines
NoteMachine Ltd,,,,,Newport,59.9,,"Friars Walk Shopping Centre, John Frost Square",Gwent,NP20 1DU,Casnewydd - Newport,,331279.6,187996.2,2090141,157738399,02,09,0141,Commercial services,Legal and financial,Cash machines
Cardtronics,,,,Newport,Kingsway Shopping Centre-John Frost Square,37.5,,Unit Su1,Gwent,NP20 1EW,Casnewydd - Newport,,331344.0,187761.0,2090141,157736556,02,09,0141,Commercial services,Legal and financial,Cash machines
Cardtronics,,,,Newport,Commercial Street,22.9,,First and Second Floor 161-163,Gwent,NP20 1JQ,Casnewydd - Newport,,331113.0,188003.0,2090141,157736491,02,09,0141,Commercial services,Legal and financial,Cash machines
YCASH,,,,Newport,John Frost Square,49.4,,Unit 21-22 Kingsway Centre,Gwent,NP20 1EB,Casnewydd - Newport,,331330.0,187775.0,2090141,160009041,02,09,0141,Commercial services,Legal and financial,Cash machines
NoteMachine Ltd,,,,Newport,Commercial Street,14.5,,64,Gwent,NP20 1LQ,Casnewydd - Newport,,331257.0,187758.0,2090141,165355948,02,09,0141,Commercial services,Legal and financial,Cash machines
HSBC Bank plc,,,,Newport,Bridge Street,24.0,,1,Gwent,NP20 4UT,Casnewydd - Newport,,331013.0,188134.0,2090141,21060718,02,09,0141,Commercial services,Legal and financial,Cash machines
Chapel,,Not Identified (Christian),Religion,,,29.0,,,Gwent,NP20,Casnewydd - Newport,,330566.0,187538.0,6340459,20134947,06,34,0459,Public infrastructure,Infrastructure and facilities,Places of worship
Stow Park Church,,Not Identified (Christian),Religion,,,19.9,,,Gwent,NP20,Casnewydd - Newport,,330484.0,187622.0,6340459,17740651,06,34,0459,Public infrastructure,Infrastructure and facilities,Places of worship
St Mary Street Baptist Church,,Baptist (Christian),Religion,,,17.6,,,Gwent,NP20,Casnewydd - Newport,,330729.0,187875.0,6340459,17777557,06,34,0459,Public infrastructure,Infrastructure and facilities,Places of worship
Lych Gate,,,,,,14.6,,,Gwent,NP20,Casnewydd - Newport,,330816.0,187591.0,3170245,17612671,03,17,0245,Attractions,Historical and cultural,Historic and ceremonial structures
Flagstaff,,,,,,24.8,,,Gwent,NP20,Casnewydd - Newport,,330709.0,187347.0,3170245,17765799,03,17,0245,Attractions,Historical and cultural,Historic and ceremonial structures
Flagstaff,,,,,,18.6,,,Gwent,NP20,Casnewydd - Newport,,330625.0,187287.0,3170245,17765816,03,17,0245,Attractions,Historical and cultural,Historic and ceremonial structures
Springfield Day Unit,,,,Newport,Stow Hill,89.5,,St. Woolos Hospital 131,Gwent,NP20 4SZ,Casnewydd - Newport,1633234234.0,330642.0,187440.0,5280372,16439516,05,28,0372,Education and health,Health practitioners and establishments,Mental health centres and practitioners
St Woolos Hospital,,,,Newport,Stow Hill,40.6,,St. Woolos Hospital 131,Gwent,NP20 4SZ,Casnewydd - Newport,1633234234.0,330613.0,187520.0,5280371,20912366,05,28,0371,Education and health,Health practitioners and establishments,Hospitals
Royal Gwent Hospital,,,,Newport,Friars Road,42.0,,,Gwent,NP20 4EZ,Casnewydd - Newport,1633238134.0,330775.0,187405.0,5290359,21756600,05,29,0359,Education and health,Health support services,Health authorities
Bus Stop (Presbyterian Church),,nwpgamw,SMS Number,,,5.7,,,Gwent,NP20,Casnewydd - Newport,,330475.0,187585.0,10590732,22065203,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (St Woolos Cathedral),,nwpdmpt,SMS Number,,,3.6,,,Gwent,NP20,Casnewydd - Newport,,330810.0,187620.0,10590732,22065621,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (St Woolos Hospital Entrance),,nwpdmtd,SMS Number,,,11.2,,,Gwent,NP20,Casnewydd - Newport,,330679.0,187549.0,10590732,22065066,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (St Woolos Hospital Exit),,nwpdmtg,SMS Number,,,56.8,,,Gwent,NP20,Casnewydd - Newport,,330669.0,187420.0,10590732,22065067,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Stow Park Crescent),,nwpgapa,SMS Number,,,2.8,,,Gwent,NP20,Casnewydd - Newport,,330397.0,187575.0,10590732,22065107,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (St Woolos Hospital),,nwpdmta,SMS Number,,,8.8,,,Gwent,NP20,Casnewydd - Newport,,330598.0,187554.0,10590732,22065750,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (St Woolo's Cathedral),,nwpdmpw,SMS Number,,,3.7,,,Gwent,NP20,Casnewydd - Newport,,330819.0,187573.0,10590732,22065752,10,59,0732,Transport,Bus transport,Bus stops
The Knoll Guesthouse,,,,Newport,Stow Hill,9.3,,145,Gwent,NP20 4FZ,Casnewydd - Newport,1633263557.0,330459.0,187570.0,1010003,47946607,01,01,0003,"Accommodation, eating and drinking",Accommodation,Bed and breakfast and backpacker
St Etienne Hotel,,,,Newport,Stow Hill,16.7,,162,Gwent,NP20 4FZ,Casnewydd - Newport,1633262341.0,330541.0,187588.0,1010003,47945614,01,01,0003,"Accommodation, eating and drinking",Accommodation,Bed and breakfast and backpacker
Glenroy Hotel,,,,Newport,Stow Hill,26.7,,192,Gwent,NP20 4HB,Casnewydd - Newport,1633265541.0,330420.0,187606.0,1010006,47954657,01,01,0006,"Accommodation, eating and drinking",Accommodation,"Hotels, motels, country houses and inns"
Caerleon House Hotel,,,,Newport,Caerau Road,22.4,,61,Gwent,NP20 4HJ,Casnewydd - Newport,1633264869.0,330420.0,187852.0,1010006,47965767,01,01,0006,"Accommodation, eating and drinking",Accommodation,"Hotels, motels, country houses and inns"
Sweetland Associates Ltd,,,,Newport,Stow Hill,10.0,www.sweetlandassociates.co.uk,Cathedral Chambers,Gwent,NP20 4ED,Casnewydd - Newport,1633246246.0,330873.0,187569.0,2090147,54769831,02,09,0147,Commercial services,Legal and financial,Financial advice services
Woodhouse Landscapes,,,,Newport,Caerau Road,20.4,,58,Gwent,NP20 4HH,Casnewydd - Newport,1633267076.0,330391.0,187802.0,2030052,54444991,02,03,0052,Commercial services,Construction services,"Gardening, landscaping and tree surgery"
Baneswell Housing Association,,,,Newport,West Street,20.7,,19c,Gwent,NP20 4DD,Casnewydd - Newport,1633265528.0,330859.0,187929.0,2110191,54904899,02,11,0191,Commercial services,Property and development services,Estate and property management
Post Office (St Woolos),Royal Mail,,,Newport,Stow Hill,11.1,www.postoffice.co.uk,116a,Gwent,NP20 4GA,Casnewydd - Newport,,330759.0,187576.0,9480763,163711031,09,48,0763,Retail,"Household, office, leisure and garden",Post offices
Protek Computer Services,,,,Newport,Stow Hill,18.8,,141,Gwent,NP20 4FZ,Casnewydd - Newport,1633678878.0,330485.0,187560.0,2130205,54939267,02,13,0205,Commercial services,Repair and servicing,Electrical equipment repair and servicing
Wish Hair Design,,,,Newport,Stow Hill,10.9,,121a,Gwent,NP20 4ED,Casnewydd - Newport,1633213113.0,330788.0,187552.0,2100156,55083752,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Do You Believe,,,,Newport,Stow Hill,11.3,www.doyoubelieveuk.com,121,Gwent,NP20 4ED,Casnewydd - Newport,1633266348.0,330786.0,187558.0,9460656,64121220,09,46,0656,Retail,Clothing and accessories,Clothing
The Diocese of Monmouth,,,,Newport,Caerau Road,21.7,www.churchinwales.org.uk,64,Gwent,NP20 4HJ,Casnewydd - Newport,1633267490.0,330436.0,187879.0,6350450,68780406,06,35,0450,Public infrastructure,Organisations,Religious organisations
Ashton Park,,,,Newport,Waterloo Road,20.8,,36-37,Gwent,NP20 4FP,Casnewydd - Newport,1633262723.0,330490.0,187172.0,5280373,75495414,05,28,0373,Education and health,Health practitioners and establishments,Nursing and residential care homes
Sunnybank Day Nursery,,,,Newport,Stow Park Avenue,15.1,www.sunnybanknursery.co.uk,3,Gwent,NP20 4FH,Casnewydd - Newport,1633244032.0,330479.0,187268.0,5320397,75467754,05,32,0397,Education and health,Recreational and vocational education,Nursery schools and pre- and after-school care
Taff Housing Association,,,,Newport,Brynhyfryd Road,23.2,,Stow Park Community Centre,Gwent,NP20 4FX,Casnewydd - Newport,1633264769.0,330487.0,187602.0,2110191,85560416,02,11,0191,Commercial services,Property and development services,Estate and property management
Abbeyfield South Wales,Abbeyfield,,,Newport,Stow Park Avenue,43.0,www.abbeyfield.com,40,Gwent,NP20 4FN,Casnewydd - Newport,1633674460.0,330530.0,187296.0,5280373,105224216,05,28,0373,Education and health,Health practitioners and establishments,Nursing and residential care homes
J C Williams Garden Services,,,,Newport,Friars Road,18.5,,36,Gwent,NP20 4EZ,Casnewydd - Newport,1633258862.0,330658.0,187361.0,2030052,108309669,02,03,0052,Commercial services,Construction services,"Gardening, landscaping and tree surgery"
Platinum Bookkeeping Services,,,,Newport,Tunnel Terrace,11.3,,26,Gwent,NP20 4BX,Casnewydd - Newport,7714461371.0,330575.0,187921.0,2090135,123145353,02,09,0135,Commercial services,Legal and financial,Accountants and auditors
G J Carpentry Services,,,,Newport,York Place,11.4,,37,Gwent,NP20 4GD,Casnewydd - Newport,7897336625.0,330616.0,187669.0,2030045,125849096,02,03,0045,Commercial services,Construction services,Building contractors
Push Cycle Works,,,,Newport,Stow Hill,25.0,,136,Gwent,NP20 4GA,Casnewydd - Newport,1633257778.0,330674.0,187585.0,9480679,146510682,09,48,0679,Retail,"Household, office, leisure and garden",Cycles and accessories
B P Car Wash,Bp,,,Newport,,29.6,www.bp.com,Stow Hill,Gwent,NP20 4GA,Casnewydd - Newport,1633256705.0,330651.0,187588.0,2100183,146690546,02,10,0183,Commercial services,"Personal, consumer and other services",Vehicle cleaning services
Newport Minibus Coach Hire,,,,Newport,Stow Hill,15.0,www.minibushireinnewport.co.uk,152,Gwent,NP20 4FZ,Casnewydd - Newport,1633445006.0,330576.0,187581.0,2600113,149617573,02,60,0113,Commercial services,Hire services,Vehicle hire and rental
Greggs,Greggs,,,Newport,,30.5,www.greggs.co.uk,Stow Hill,Gwent,NP20 4GA,Casnewydd - Newport,1633253101.0,330638.0,187589.0,9470661,151351917,09,47,0661,Retail,"Food, drink and multi item retail",Bakeries
Spar Store,Spar,,,Newport,Stow Hill,17.1,www.spar.co.uk,144,Gwent,NP20 4GA,Casnewydd - Newport,1633256705.0,330614.7,187578.0,9470699,151352152,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
Syner-chi Wellbeing,,,,Newport,St. Woolos Road,13.0,www.syner-chiwellbeing.co.uk,,Gwent,NP20 4GN,Casnewydd - Newport,1633214660.0,330816.0,187645.0,5280330,157770401,05,28,0330,Education and health,Health practitioners and establishments,"Alternative, natural and complementary"
Electricity Sub Station,,,,,,5.2,,,Gwent,NP20,Casnewydd - Newport,,330669.0,187906.0,6340433,63916211,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Electricity Sub Station,,,,,,10.1,,,Gwent,NP20,Casnewydd - Newport,,330377.0,187745.0,6340433,63916228,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Electricity Sub Station,,,,,,6.6,,,Gwent,NP20,Casnewydd - Newport,,330656.0,187552.0,6340433,63944459,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Esso,Esso,,,Newport,Stow Hill,29.5,www.esso.co.uk,140,Gwent,NP20 4GA,Casnewydd - Newport,1633215142.0,330638.0,187588.0,10540737,161934882,10,54,0737,Transport,Road and rail,Petrol and fuel stations
Accomplish Ltd,,,,Newport,147 Stow Hill,20.9,www.accomplish-group.co.uk,Manor Lodge,Gwent,NP20 4FZ,Casnewydd - Newport,1633262888.0,330380.0,187555.0,5280373,161928629,05,28,0373,Education and health,Health practitioners and establishments,Nursing and residential care homes
D M T Structural Engineering Ltd,,,,Newport,Brynhyfryd Road,20.2,www.structuralengineernewport.co.uk,26,Gwent,NP20 4FX,Casnewydd - Newport,7771920657.0,330520.0,187748.0,2060094,161932884,02,06,0094,Commercial services,Engineering services,Structural engineers
Taylor Francis Insurance Brokers,,,,Newport,Clifton Road,12.0,www.taylor-francis.co.uk,12,Gwent,NP20 4EW,Casnewydd - Newport,1633482318.0,330777.1,187587.4,2090149,161926086,02,09,0149,Commercial services,Legal and financial,Insurers and support activities
D H Medals,,,,Newport,Brynhyfryd Road,23.4,www.dhmedals.co.uk,23,Gwent,NP20 4FX,Casnewydd - Newport,7512765498.0,330471.0,187739.0,7370471,161944288,07,37,0471,Manufacturing and production,Consumer products,"Medals, trophies, ceremonial and religious"
Letter Box,,,,,,5.7,,,Gwent,NP20,Casnewydd - Newport,,330504.0,187571.0,6340457,68593821,06,34,0457,Public infrastructure,Infrastructure and facilities,Letter boxes
